0.,-0.5,b,b,r
0.,-0.4,b,b,r
0.,-0.3,b,b,b
0.,-0.2,b,b,r
0.,-0.1,b,b,r
0.,0.,b,b,r
0.,0.1,b,b,r
0.,0.2,b,b,r
0.,0.3,b,b,b
0.,0.4,b,b,r
0.,0.5,b,b,r
0.,0.6,r,b,r
0.,0.7,r,b,r
0.,0.8,r,b,r
0.,0.9,r,r,b
0.1,-1.,r,b,b
0.1,-0.9,r,b,b
0.1,-0.8,r,b,r
0.1,-0.7,r,b,r
0.1,-0.6,r,b,r
0.1,-0.5,r,b,r
0.1,-0.4,b,b,b
0.1,-0.3,b,b,b
0.1,-0.2,b,b,b
0.1,-0.1,b,b,r
0.1,0.,b,b,r
0.1,0.1,b,b,r
0.1,0.2,b,b,b
0.1,0.3,b,b,b
0.1,0.4,b,b,b
0.1,0.5,r,b,r
0.1,0.6,r,b,r
0.1,0.7,r,b,r
0.1,0.8,r,b,r
0.1,0.9,r,r,b
0.2,-1.,r,b,b
0.2,-0.9,r,b,b
0.2,-0.8,r,b,b
0.2,-0.7,r,b,r
0.2,-0.6,r,b,r
0.2,-0.5,r,b,b
0.2,-0.4,b,b,b
0.2,-0.3,b,b,b
0.2,-0.2,b,b,b
0.2,-0.1,b,b,b
0.2,0.,b,b,r
0.2,0.1,b,b,b
0.2,0.2,b,b,b
0.2,0.3,b,b,b
0.2,0.4,b,b,b
0.2,0.5,r,b,b
0.2,0.6,r,b,r
0.2,0.7,r,b,r
0.2,0.8,r,b,b
0.2,0.9,r,r,b
0.3,-1.,r,b,b
0.3,-0.9,r,b,b
0.3,-0.8,r,b,b
0.3,-0.7,r,b,b
0.3,-0.6,r,b,b
0.3,-0.5,r,b,b
0.3,-0.4,b,b,b
0.3,-0.3,b,b,b
0.3,-0.2,b,b,b
0.3,-0.1,b,b,b
0.3,0.,b,b,b
0.3,0.1,b,b,b
0.3,0.2,b,b,b
0.3,0.3,b,b,b
0.3,0.4,b,b,b
0.3,0.5,r,b,b
0.3,0.6,r,b,b
0.3,0.7,r,b,b
0.3,0.8,r,b,b
0.3,0.9,r,r,b
0.4,-1.,r,b,b
0.4,-0.9,r,b,b
0.4,-0.8,r,b,b
0.4,-0.7,r,b,b
0.4,-0.6,r,b,r
0.4,-0.5,r,b,b
0.4,-0.4,r,b,b
0.4,-0.3,b,b,b
0.4,-0.2,b,b,b
0.4,-0.1,b,b,b
0.4,0.,b,b,r
0.4,0.1,b,b,b
0.4,0.2,b,b,b
0.4,0.3,b,b,b
0.4,0.4,r,b,b
0.4,0.5,r,b,b
0.4,0.6,r,b,r
0.4,0.7,r,b,b
0.4,0.8,r,b,b
0.4,0.9,r,r,b
0.5,-1.,r,b,b
0.5,-0.9,r,b,b
0.5,-0.8,r,b,b
0.5,-0.7,r,b,r
0.5,-0.6,r,b,r
0.5,-0.5,r,b,r
0.5,-0.4,r,b,b
0.5,-0.3,r,b,b
0.5,-0.2,b,b,b
0.5,-0.1,b,b,r
0.5,0.,b,b,r
0.5,0.1,b,b,r
0.5,0.2,b,b,b
0.5,0.3,r,b,b
0.5,0.4,r,b,b
0.5,0.5,r,b,r
0.5,0.6,r,b,r
0.5,0.7,r,b,r
0.5,0.8,r,b,b
0.5,0.9,r,r,b
0.6,-1.,r,b,b
0.6,-0.9,r,b,b
0.6,-0.8,r,b,r
0.6,-0.7,r,b,r
0.6,-0.6,r,b,r
0.6,-0.5,r,b,r
0.6,-0.4,r,b,r
0.6,-0.3,r,b,b
0.6,-0.2,r,b,r
0.6,-0.1,r,b,r
0.6,0.,r,b,r
0.6,0.1,r,b,r
0.6,0.2,r,b,r
0.6,0.3,r,b,b
0.6,0.4,r,b,r
0.6,0.5,r,b,r
0.6,0.6,r,b,r
0.6,0.7,r,b,r
0.6,0.8,r,b,r
0.6,0.9,r,r,b
0.7,-1.,r,b,b
0.7,-0.9,r,b,b
0.7,-0.8,r,b,r
0.7,-0.7,r,b,r
0.7,-0.6,r,b,r
0.7,-0.5,r,b,r
0.7,-0.4,r,b,b
0.7,-0.3,r,b,b
0.7,-0.2,r,b,r
0.7,-0.1,r,b,r
0.7,0.,r,b,r
0.7,0.1,r,b,r
0.7,0.2,r,b,r
0.7,0.3,r,b,b
0.7,0.4,r,b,b
0.7,0.5,r,b,r
0.7,0.6,r,b,r
0.7,0.7,r,b,r
0.7,0.8,r,r,r
0.7,0.9,r,r,b
0.8,-1.,r,b,b
0.8,-0.9,r,b,b
0.8,-0.8,r,b,b
0.8,-0.7,r,b,r
0.8,-0.6,r,b,r
0.8,-0.5,r,b,b
0.8,-0.4,r,b,b
0.8,-0.3,r,b,b
0.8,-0.2,r,b,b
0.8,-0.1,r,b,r
0.8,0.,r,b,r
0.8,0.1,r,b,r
0.8,0.2,r,b,b
0.8,0.3,r,b,b
0.8,0.4,r,b,b
0.8,0.5,r,b,b
0.8,0.6,r,b,r
0.8,0.7,r,r,r
0.8,0.8,r,r,b
0.8,0.9,r,r,b
0.9,-1.,r,b,b
0.9,-0.9,r,b,b
0.9,-0.8,r,b,b
0.9,-0.7,r,b,b
0.9,-0.6,r,b,b
0.9,-0.5,r,b,b
0.9,-0.4,r,b,b
0.9,-0.3,r,b,b
0.9,-0.2,r,b,b
0.9,-0.1,r,b,b
0.9,0.,r,b,b
0.9,0.1,r,b,b
0.9,0.2,r,b,b
0.9,0.3,r,b,b
0.9,0.4,r,b,b
0.9,0.5,r,b,b
0.9,0.6,r,r,b
0.9,0.7,r,r,b
0.9,0.8,r,r,b
0.9,0.9,r,r,b
